Rating,Review
5.0,I have had both non-veg and veg dishes here so I can comment on the overall quality and taste of the food. While non-vegetarians will like this place for obvious reasons but vegetarians also do have an amazing array of delicious dishes in their plate too...  I am a big fan of their sarso ka saag and dal Makhni add some butter chicken to that list and you have a winner meal.
4.0,This is a place for all North Indian food lovers. The menu has a lot of variety. My person favourite of all is the daal makhani here. Thats a must try. Though I ordered Rabri which was not up to the mark. It didnt tasted fresh.
5.0,"Authentic north Indian food.  The ambiance is really nice, feels very warm and seating is comfortable too.  We did try quite a few items from the menu both, veg and non-veg and liked the food a lot.  A definite go to place in Bellandur for punjabi food experience."
4.0,The starters platter was value for money and it tasted too good. The customised singing part is a bonus. Overall experience was definitely good.
5.0,I have placed orders and also dined here and both of my experience has been a good one!!  Bellandur really lacks good restaurants and in such a situation I am glad that we have Punjabi Times!  Ambiance is very warm and also coming here on a weekend you definitely need to book a table.  Starters were really good and so was desserts..
5.0,A delight for all north indian lovers is this place called Punjabi Times!!  They never fail to impress and satisfy their customers.   I came here 2 weeks ago with my closest friends and I had the best time ever.. The environment is so soothing and nice.  Presentation is good.  Options in food are plenty. I really like coming here..
4.0,The buffet was too good and having all type of dishes in the menu. Went with the team and it was just awesome. Rate wise also economical and the staffs were too kind . Loved the food and also the songs were awesome.
5.0,"So, when thinking of a place to take your parent to who love eating like you do, it becomes trickier. Finally I decided to dine at this place because honestly, bellandur ain't indiranagar. Considering punjabi times is a north indian place, it was right up my alley. The ambiance is decent. Also, the staff are polite and efficient too. We indeed had a good dinner here."
5.0,"Good experience and very good quality of food..............  Portion of food was also excellent ...........  We tried a lot of vegetarians dishes and really like it, they food was cooked to perfection...  Also I have to mention that the service too was so good, really amicable bunch of staff. Would come back soon to gorge on some yummy north Indian food..."
5.0,"Just the aroma of the food here will make you hungry...  Punjabi Times is a wonderful place for eating.. The hospitality, the ambiance, the service, the food is worth every penny!  You will savor each bite.. My experience here has always been  good.  Recommend this place for people who love eating.."
4.0,"It's in bellundur on top floor* the restaurant has a good view* the decor is reasonably good, coming to food if you love punjabi food this is the place. Must visit"
4.0,Been here I think gazillion times. Tried lots of different items. Last night I went there with my wife for a quick dinner. We ordered Paneer butter masala. It was pretty good. With butter naan and it was the best naan i have had in a long time. Ordered tandoori roti as well which was okay as usual. But nothing as compared to naan:p So the bottom line is you should definitely try this place.
5.0,"I love north Indian food, if you ask me which is my favorite cuisine i'll say north Indian. I love dal makhni and naan, best combo ever made. Naturally, I am drawn to places like punjabi times. The ambiance is decent but the food is marvelous. Really liked the food and the experience."
1.0,For most pathetic buffet experience please visit the place. The service is so beautiful that they don't serve you water unless you Order Aquafina. At any given time my house party would have have more options than this buffet.They didn't clean table for 20 mins even though we asked mutliple times
5.0,"You can go to Punjabi Times with family, extended family, friends and colleagues!!  The place has a great ambiance really earthy and warm.  Food, good place for vegetarians as well, their dal makhni is very very delicious..  Highly recommended restaurant in Bellandur.."
5.0,The service is great and the ambiance is amazing.  The food is awesome with a good variety. There is enough for vegetarians and non vegetarians both.   My most favorite vegetarian dish has to be dal makhni!!!  The overall dining experience was great and it is a must visit place if you're looking for some good quality Punjabi food.
5.0,I am a huge fan of Punjabi Times..  Been visiting this place for months now.. very close to my place and the one place that services some amazing punjabi food..  The buffet here is my fav...  For the price it comes at such value for money place...  Would highly recommend everyone.
3.0,"|| Sunday Dinner ||  Went there last night in a group of 5 people for quick dinner.  Ambience/Music: The ambience is nice. Gives a full Punjabi touch. The special part here is the live music. The singer is awesome and I loved his music. I just wish the lights were a bit bright.  Staff/Service: The staff is extremely nice and polite. Quick in their service.  Food: In food we ordered Chicken Tikka Alisan, Veg Seekh Kabab in starters. Liked the chicken starter but the veg starter was just okay. In main course we ordered Butter Naan, Chicken Rara and Chicken Tikka Lababdar along with Lassi, Coke and Jaljeera. I wish the chickens were a bit more tasty. I did not like the main course here much. Though starters and lassi were good.  #PhoneCameraFoodLife #ChickenTikkaLababdar #ButterNaan #ChickenTikka #ChickenRara #VegSeekhKabab"
5.0,As I sit down to write this review I can't help but think about the amazing experience I had recently at Punjabi times with my family.  The ambiance is very good.  The options in the menu are plenty and also the service is good.   The food was heavenly.  Can't wait to come here again..
1.0,"Don't know why this place is given 4.1 rating. The moment we enter this place there was some weird smell which was unbearable. Then we started with the starter 'khaas bhunne bhutte', there was just oil and no spices, it was tasteless. We told him about this and by the time he replaced that with another one, our main course was about to finish. We ordered paneer tikka masala that too was not good and Naan was overcooked. It was not at all a good experience for us. I would not like to visit this place ever again."
2.0,"The place is not worth of 4.1 rating. We went for a Team Lunch and have below thought about this joint.  Food: Food is not more than Average. With a very less food options. (In the same price you will get better options in in restaurants near by)  Ambience: Not at all classy / Very Shady. Music was pathetic and the AC does not work as they are under renovation (It is not a good time to go)  Service : A series of NO & WE CANNOT were there from the very beginning of the party. We went with our client and asked them specifically to present the food well. We kept on asking for a refill but they were too lazy to act on the request. Hence we stopped asking and went on to the dessert section. At the end they came up with lots of starter. Guys were not very keen to serve.  Overall, i would give a 2.9 to 3 for this place and never recommend for a corporate party. Yes it is good for people who want to get sloshed and eat Punjabi style.. and can bare Yo Yo Honey Singh..."
5.0,A north Indian restaurant with a good dining experience.  I like the fact that they serve authentic North Indian food without any gimmicks. Just simple and flavorful.  Be it a family get together or celebration of a special occassion..you will not feel disappointed with your choice. Highly recommend !!
1.0,"If you want to go just for name go , otherwise zero taste ,had been three times and always had very bad experience, unsupported stafff , saying again just name nothing else"
5.0,"Every non-vegetarian should come and eat here..  Butter chicken  Chicken kebab  Rogan josh.  The list is just never ending, the food here certainly is finger licking good.   I am glad I discovered this place, have been to their other outlet as well.   Recommended, can definitely come with friends or families !"
5.0,"The food is too hygenic and good quality too.   Style of serving is very nice.   Staff is very polite and humble !!  The food is so finger licking delicious!!  Overall I must say, great ambience, great food and courteous staff.you can spend great time here."
5.0,My all time favourite. Try makai ki roti sarso da saag and crispy baby corn. Ambience below average but food is good. A family restaurant and you may opt this when you want just a tummy full food and not a lavish pub-kind-an-ambience.
5.0,Good place - great service. Portions are generous too!!  Come enjoy the ambiance place your order and sit back and relax to the good music playing in the background...  Trust me once they serve the food you will not be able to stop eating.  Great place for north Indian food...
5.0,Had a wonderful time here. The service was excellent and the food too was excellent.  Definitely seeing myself become a regular here.  A must visit for people who enjoy having Punjabi Cuisine. The food was really yummy and in good portions.  We will come soon!!!
4.0,"This place was an absolute delight!  Firstly I came here for lunch and then with my friends for dinner.. The food was yum, both veg and non-veg starters were yummy..  Ideal place to take your parents as well.  Highly recommended."
5.0,"Considering the no of restaurants in Bangalore, you are way too spoilt for choices.  Also, sometimes you should go back to few places like Punjabi Times which reminds you that you should be visiting this place often.  I like the ambiance, interiors are done really nice.  Also, food A+++++++  We have tried veg and non-veg dishes and both impressed us equally."
5.0,"Ambience is great. They have amazing live music and voice of the singer creates a different vibe that soaks you in. Friendly staff and decent speed service. Coming to food, I had veg food which was good. They gave us some pan ice-cream kindof thing at the end. My evening was well spent, thanks to the restaurant and staff!"
2.0,"Had heard a lot about the food here before going. However, I found the quantity to be really less. We had ordered a paneer dish, which was bland. That's not what I expected when I came to a Punjabi place. Compared to so many North Indian restaurants here, I was disappointed."
5.0,Service 4/5 Taste 5/5 Ambiance 5/5 Love their spreads on buffet Amazing place Superb service  Would surely recommend this place Their butter chicken is something to die for
4.0,Food is too good. Palak papri chat is one of its kind. A perfect place to have North Indian food and live music is a cherry to the cake ! Would highly recommend the place !
5.0,"Nice place with desi interiors.  Authetic punjabi food. Taste is super.  All the dishes we had ordered were super yummy, had such a fantastic lunch here. If you are a hard core non-vegetarian or a vegetarian who loves paneer and dal you'll have a good time here.  To sum all this up I had a great time here. Keep it up !!"
4.0,"I went to punjabi times on a Sunday evening...it was a nice experience as the food,restaurant ambience everything was great,they also provide live singing.only the prices are little high but it is worth it."
5.0,"The food is one of a kind and best in quality and taste.  A good dining experience with your family.   When you are craving for yummy north Indian food and you have tried almost all the places in Bangalore and you still come back here, you know the food is really good.  Staying in Bellandur this place is one of the perks for sure.  If you haven't visited here then give it a try, it's a paradise for foodies"
5.0,"I have come here on several occasions and my experience has been very good.  Lately I came here with my family of 5 and we had a good time. The staff greeted us politely, the ambiance was good and the seating was comfortable.  Food, we stuck to veg dishes and loved it - the dal makhni - I can eat everyday.   I highly recommend this place to everyone."
5.0,The ambience was absolutely amazing.  The staff was polite and courteous.   I visited Punjabi Times with my friend for dinner 2 nights ago.   The food is very delicious with the right mix of spices.   This place is a delight for all the north Indian food lovers in Bangalore.
5.0,Amazing place for North Indian food.  We ordered naan served with Paneer Lababdar and fresh vegetable Raita.  Everything was so delicious that we end up ordering more.   This places deserves many visits. Do visit here to enjoy food.
5.0,All the punjabi dishes one can crave for can be found here.  The place has done up the ambiance really really well. Makes you feel like you are in punjab.  Good place for families and friends and colleagues basically anyone who enjoys good food with good company will come here. The staff are very courteous and also good at suggesting amazing items.
5.0,Great ambiance..  I really like the starters and the desserts.. Variety is also good.. For vegetarians they have some really good options and also dishes like dal makhni are my favorite here..  Quantity and quality both are good.  Would visit again for sure.
3.0,"I visited this place and found that the food was ok - neither good nor bad. However, one of the challenges was the quality of service. It has a lot of scope for improvement. The place was running almost full and the staff looked very confused. There was a long wait before anybody would attend your table and sometime it took forever to get the food to the table. A nice place, in general, but definitely there is scope for improvement on services."
2.0,We had been here on Friday for lunch with office collugue s. First thing we felt was we had a bad smell once we entered the restraurent. Food we ordered all veggie starter which had no salt or nor nor some spice to it. We ordered tandoori platter which was avg taste. They took very long time to serve which has no much taste. Only Punjabi biryani was good for which I gave 2starts. I wont recommend people if your going for ala kart menu.
5.0,"Awesome Food. Chicken, Mutton and every dish we ordered was mouth melting stuff. Went with family and friends. Will give full rates for everything."
5.0,"One of the best place in Bellandur Punjabi Times for specially food .Visited to this place many times and whenever I have ordered food it just amazing. Monday to Friday they served lunch buffet,the verity of food was absolutely great . Ambience is good totally punjabi tradition I really loved this place . Apart from food the service was good ,staff are so friendly with customers if I can say James and Manoj and others staffs are very helpful whenever we ask something immediately they will get to table ,nice experience for me to visit to this place . And I have noticed they have done many corporate get together parties, I think this is one of the best place to do family get together also.  Finally I personally suggest to all my friends if you guys are really prefer completely Indian and Punjabi food Pls be visit to this place you will get different experience:) Overall experience for me  !!"
5.0,oh my god this place has to be my favourite.  Its a place that serves punjabi food with punjabi ambience ..  Food is delicious.  Staff are polite and good with their work.  I would love to visit this place again and again and again and forever
4.0,Good ambience with nice lovely music. The rotis and the desserts at the place were good. But everything else including the service needs to get up a notch. Decent experience overall.
5.0,"The live singers here who sing are amazing. I come here for the experience for sure.  The food is fabulous and also the ambiance.  Cannot not mention the service as well, very well trained staff who are polite too.  Thali is definitely something I would opt for if I am coming here..  You will never be disappointed here."
5.0,Excellent North Indian food flavor! There is explosion of taste in your mouth with every bite! Service was great.  Ambiance was also good!!!  Great in taste and sufficient quantity was served.  Overall experience was good!!!!
5.0,I came here with my family for Saturday lunch and it was amazing.  Hint of punjabiness in every snack and dish they prepare. As we all know that Punjab and punjabis are known for their hospitality. They also did not disappoint us with their hospitality.   Service is exceptional.  All in all a good experience.
2.0,The ambiance of the place is nothing exceptional. The food was almost bad and the time taken for service was too long. Terrible. Only the murgh makhni among the dishes ordered was worth having. Would surely not recommmend this place.
3.0,"I am not sure why it was given 4.1 star. We went for a lunch here on a Saturday afternoon. The moment we entered this place it was smelling weird. We asked the staff and they just sprayed another pungent room freshner. After getting settled down we ordered for soup both veg and non-veg. It was not warm and felt like water only. The starters like bhendi kurkure, and non veg platter was good though. But again the main course was unsatisfactory. The garlic naan was good but the chicken curry had lots of tomatoes. The mutton curry was good. Last we had the desserts which was served after a huge gap."
1.0,"Today I went to Punjabi Times for lunch with my wife kid and friend who was down from US. I ordered Paneer Lahori, Rara Chicken, Dal Makhni, Butter Naan and Tandoori Roti... To my utter belief and shock the food was horrendous, cold and tasteless. In the first place it took almost 35-40mins to get the ordered food and that too cold. There was just no taste in any of the dishes. My friend who was down from US just didn't eat anything. Also the restaurant was smelling quite weird... Smelt like public toilet as we entered. This was not the first time I have been there but I guess this was the most horrible, horrific and terrible experience. Gave a piece of mind to management as well but they didn't seem to have anything to say or acknowledge the fact that the customer had a bad experience. I guess the management and the staff has changed and this looks like Punjabi Times going to have a tough time as the competition is picking up really quick. There are many more Punjabi, mughlai and and Indian food serving places in and around the area coming up which are far better, so choose your option carefully."
4.0,I went there yesterday (20.01.2019) for dinner and the food was just above average. We ordered tawa murgh in NV and for veg we requested a gravy based vegetable for which the waiter suggested us Paneer tikka masala which was totally dry. The ambience is awesome with live singer which I guess is only on weekend. Sweet lassi and masala pappad were good. We also ordered tomato shorba which was pathetic. I have been there 2-3 times earlier but the quality has deteriorated this time. The food deserves 3 star but 1 extra star for the singer.
5.0,"I visit this place for the sake of delicious khumb de bhutte. The service is quick and polite here. The ambience is musical, doesn't feel noisy. The roof is creatively designed with bangles."
1.0,The starters were ok. But main course was very bad. Service was also not good. Only the singer was good who was singing Kishor Kumars song.
1.0,"We ordered almost 12 items for 15-18 guys. Starters were okay. Most of the dishes like butter chicken . Paneer makhani , they literally make it sweet. Sweet means sweet which they gave disclaimer so that we cant dare to order . Rest of the dishes were so pathetic and the prices are more than a continental restuarant. Extra Chatni was served after the starters were over. Water was given very late. Dal tadka (lol it didnt have tadka). Dal makhani was bland. Rogan josh. All chicken gravies were very very basic stuff and did not match up to their rates. Lahori murg.makhan wala paneer etc. Nothing was mouth watering.on top of that they added two dishes extra in bill worth 560. So we didnt dare to order sweet dishes. Lol."
1.0,To be honest worst music ever in a Punjabi restaurant no Punjabi music so dull environment and everyone looks damn sleepy!!!! :( Time and money wasted!!!!! :(
2.0,Ambience was ok but too noisy as we sat next to singer was singing songs. Food was somewhat ok because Rara Paneer I did not find it worth to catch my taste
2.0,Expensive for the test and the quality. I would not recommend. However you will get good services because hardly there will be some people eating in such a big restaurant hall. ;)  The street food in front of Marathahalli is better compare to taste and price.
2.0,"Poor Service, We ordered Sarson ka saag, Makke di roti. Sarson ka saag was not at all authentic.  They have a Live Music which was good. Ambience is old."
1.0,The service is horrible here. We had to wait for an hour to get our food. Meanwhile no waiter was even attending or looking at out table to avoid any questions. Sarso ka saag had no flavor or spices at all. Makki ki roti was not properly cooked. Very bad in terms of service and food. Only good point was live music.
5.0,"Friday lunch buffet had good options for both veg and non veg dishes. Specially liked crispy bread crumb fish fry starter and chicken Tikka. Veg cheese roll and baby corn fry were also well made. They had chat counter, lassi and jaljeera drinks additional to regular menu which we liked. Sweets were of good quality. Only negative factor was slow service, it was a long wait to get roti/kulcha basket, may be sudden rush was a reason for it."
5.0,"The live music was so good! It was all old calming hindi songs, the food was good but not very spicy even after requesting. The service and ambience 5/5. A great place for families and people to go and enjoy the comfort homely food, along with the music."
5.0,"I tend to find best Punjabi food in every Location I go and thus my choice for this restaurant. So we ordered the following here: 1. Non Veg Punjabi Thali 2. Veg Punjabi Thali  Non-Veg Thali had: Mutton Gravy, Chicken Gravy, Dal Tadka, Dry chicken, masala salad, raita, gulab jamun, papad, chicken biryani and 2 tandoori rotis.  Veg thali had: Shahi Paneer, Dal Tadka, Jeera Aloo, Raita, Masala salad, gulab jamun, cheese balls, veg pulao, papad and 2 tandoori rotis.  - were served with - Soup and Paan ice cream too."
4.0,"authentic punjabi cusines with some delightful chartbuster dishes on the menu..... and so delicios food...ambiance is really nice... especially butter chiken,sarso da saag and gosh are so tastey....!"
3.0,We ordered Kakori Kabab and Bhatti Da Murg along with aam ka panna & shikanji which was good.. However the last dish was Tandoori Macchi which was not fresh and the taste was awful.
1.0,"They are charging service tax 7.5% extra plus normal GST 5%. Extra servixe charge is not mentioned in Zomato and service charge is not mandatory at all. After lots of arguments, they didnt exclude the service charge."
3.0,Ambience is good and with live music it's awesome . But when it comes to food they are lagging behind .. Waiting long hours for your food in table with empty stomach is just irritating. They even not care to put on butter in butter rotis .. Veg items are tasteless. Non-veg we could consider as average. Thandai is quite good ..worth a try .
4.0,Punjabi Times is a cozy rooftop restaurant in bellandur. This places ambience impresses me the most! You can find most of the authentic punjabi cuisine items in the menu and they taste all good. I had tried paneer tikka masala and cheesy chilli naan which was really good.
5.0,A refreshingly simple buffet place with great choices in the menu and very courteous staff. Food is very tasty. I've had the tastiest Chicken and Mushroom soup here. Their prawn and fish offerings are also too good.
5.0,"Excellent ambience, loved the life singer. Good service. Should try their cocktails .definitely worth a visit .don't forget to try their sarso ka saag, murg bhatinda and cheesy chilli naan."
1.0,"One of the worst experience till date in terms of food. Ordered murg galauti kabab they heated and gave the frozen packed version. Chicken gravy was tasteless and saltless. Asked for ketchup for the kids but got hot and spicy sauce , on asking again they gave the same hot n spicy sauce by adding sugar.  Decent service."
3.0,Nice place but too loud music Always overcrowded with people No offers on beer and on other drinks by the time u order the price goes up  Ok ok place
1.0,We had ordered few Prawn and chicken starters. Chicken was okay okay but Prawn was too bad to eat. I would not suggest it to any food lover.
1.0,I ordered few of the starters and biryani. I didn't like any of those. Not sure it was my bad luck to order all the items which I didn't like.
3.0,"Punjabi times is pretty easy to locate. The interiors of the restaurant is pretty neat with a few installations here and there. The staff is friendly and the service is great. The food is priced a little on the higher side, but the quantity justifies it. And the taste is fairly good. The only draw back I felt was that the place was really mind numbingly loud. They had karaoke where people came in and sang songs which was actually irritating."
2.0,"Worst hygiene, pathetic food, no tested.....no flavar.....sweet chicken and not frish.... Waste of money, only positive thing about these place is the good service and friendly staff...."
4.0,Typical Punjabi food with good taste. The parking arrangement is very good here. professional staff. We took the standard Tandoori chicken followed by rice and daal.
4.0,Many times I have visited this place. Bit pricey. Can enjoy good dinner. Railway Gobhi and bhindi kurkure are my favorite starters.Parata and veg biriyani is good here.
4.0,The food looked and tasted authentic punjabi. Good for your money's worth. Everything that we ordered was really good. The service is okay but it is manageable.
1.0,"Hygiene is worst,ordered Rajma, got insect in it. do not order from this restaurant you will get insect and Cockroach in the food, did not maintain good hygiene and don't go by its name they are not Punjabi"
4.0,Read the reviews on zomato and visited punjabi times and it was worth it..people looking for wide range of North dishes then you must try this for sure..they include both veg and non veg and must give a try for chilly chicken for sure..would rate the food 4/5 and ambience 3/5..
5.0,The staff is very cordial and kind. The food is awesome and all my family members like eating here.. Awesome food. . Good ambience. . Lovely service with the staff. . . Will definitely be back soon. . ..
5.0,"Fantastic food!!The staff was very warm and despite overflowing customers they managed to tend to each table and provide very good service. The flavors in the dish were very well brought out in both their veg and non vegetarian dishes. If you're craving good indian food, this place is a must visit...A great experience after all."
4.0,"Located in the hush hush area, its a nice place to have punjabi cuisine as far as this city goes! Also provides live music and the staff is also really helpful!"
5.0,"If you are a vegetarian or a non-vegetarian, you'll have a great time here.Never seen such good quality for vegetarians, I came here to eat chicken tikka and mutton but I really enjoyed Dalk makhni as well.  Overall, its a good place to dine in at such affordable rates in Bellandur with such great quality. Looking forward to come again !!"
4.0,"I had been here for a Team lunch. We were really skeptical about this place initially but our speculations changed after a great lunch at this place.  Buffet - 4/5 Ambiance - 4.5 Service - 3.5/5  My review is purely based on the Buffet  This place gives good quality food for both Veg and Non-Vegetarian Folks. If you are on a fast and cannot eat Non-Veg you will definitely not regret being a Veggie for the day as they have a wide variety of Veg dishes too.  There is a Chat counter, Butter Milk counter, Dessert Counter, Live Parota Counter and a Complimentary Beverage (Alcohol or Mocktail).  Makke di Roti, Sarson da Saag, Aloo Parota, Fish Fry, Dhai Puri, Crispy Baby Corn etc are some dishes I liked the most.  Place worth visiting more than once."
4.0,"Good service and good food,taste is authentic. Friendly staff. No rush in weekdays for lunch. Good room decor. Both veg and non veg buffet is good."
5.0,It impresses me a lot when authentic North Indian dishes are served at their best in a South Indian City. If you are willing to enjoy such taste and ambience this is the place you should look forward to. I came across this place when I was covering other restaurants in the same area and it was in my list since long and finally on a Sunday evening I decided to satisfy my cravings for authentic North Indian food. So let's get to the point and here we go....  Butter milk - it was fresh and spices were proper Sarson da saag - it was properly cooked and no bitterness at all Makkai roti - consistency was good Tawa paneer sizzler - it was good but not exceptional Amritsari kulcha - stuffing was ok but no salt at all.  After this what diverted my mind was the dessert section and i just wanted to try moong dal and gajar halwa both. After this what happened was unexpected. I never thought both of these dishes will be so delicious that I'll not be able to control. Funny but true!!! After that ordered gulab jamun and I must say that it was better than what the biggest sweet outlets serve. Finally ordered paan kulfi / shahi paan which was nothing but kulfi which was stuffed with paan. Something unique and never tasted before. It was so good that I wanted to take away hundreds of possible.  If we talk about the ambience it's creative and you get the feel of Punjabi culture. They have decorated the place well with the help of Bangles which was something new. They have live Retro Hindi music which you can enjoy and yes this restaurant do serve liquor which is hard to see in such theme based ones. Staff was polite and attentive. They made sure that we enjoy our dinner and have a great dining experience throughout. Keep it up guys !! You deserve a 5*.
2.0,"My God this place had a pathetic service, the food takes forever to come out of the kitchen, the staff disappears after taking the order. The only thing that came fast to my table was the bill.Coming to the food, the small Tandoori platter had 4 different types of kebab, the chicken kebabs in it were very chewy, fish kebab was dry like Thar desert and had no taste whatsoever. Mutton livery fry was good well seasoned and tender. firangi sabzi was also well seasoned and cooked to perfection. Lassi and Thandai were good. However I was told the lassi will be served in a matka, but it came in a glass. The desert came to my table 25 minutes after ordering. The Rabri was slightly sour, moong dal halwah on the other hand was good, but not worth it, specially after a wait of 25 minutes."
1.0,I ordered starter which was good n then ordered makke di roti n sarso saag which was pathetic...they served fermented one for roti n saag was too bad.N then ordered chicken curry which was again too bad to have.Finally ordered moong daal halwa n it was tasting as if guy has prepared raw moong n mixed water n boiled n served...overall it was very bad experience.Service is very slow.Overall staffs are humble.
4.0,"Ambience - The place has a true punjabi village feel to it. As soon as you enter, there is a whiff of punjabi masalas and your eyes will fall on the waiting space that has a swing kind of seating. The walls have huge dhols tugging out, there are colourful bangles used for decoration and a map of punjab made of copper looking bowls.   Location - on the service road of ORR. It is a crowded road but they do have parking so not a lot to complain.   Food - Great!  We had MURG TIKKA LABABDAAR and it was quite good.   Missi roti & multigrain roti were good and a relief from the usual naan & tandoori rotis!  Very tasty chaach as a side drink.   Service - good & prompt!   Price - pretty reasonable."
1.0,"This order is actually for a home delivery made through Zomato.. It was indeed one of the worst chicken gravy I had..after checking the ratings , I thought of ordering Lahori Murg from the restaurant..the chicken was not cooked properly and tasted raw..the gravy was a spicy tomato gravy, the recipe of which seemed like tomato salt water and red chilli powder and nothing else..N it costed almost rs350. Thanks for spoiling our dinner late night and we were not left with any option but to eat Maggie :)"
5.0,"Food quality is excellent and service also.Reasonable and affordable.Anything I have ordered from the menu in all my 4 visits, the food has been extremely tasty!I have always ended up licking my finger.Good ambiance too. A good dining place indeed."
1.0,Ordered makhnai paneer got tomato gravy with paneer dipped in it pathetic taste i highly recommend you not to order from here very disappointed...
5.0,"Excellent food , and service and great ambience !!! Food is authentic Punjab!! If you are in Bellandur should try it at least once. The service given is also appreciable."
4.0,"This is apunjabi themed restaurant situated Varthur Hobli Outer Ring Road,Bellandur. Ambience provides the feel of Punjab. We opted for buffet than Ala-carte,which includes starters,main course meal and desserts. Even though 100% authentic punjabi taste is not met, it is better compared to other restaurants who boasts about the authenticity. They provide nice valet parking facility. Staffs are courteous and service is up to the mark."
5.0,"Extremely friendly and helpful staff, and excellent service! Got a seat next to the window and had a nice view as it was on the 3rd floor. Loved the food, ambience, music, and service."
5.0,"The ambience of the place is great and the servers are extremely helpful. This place has hands down the best Makhni Dal in Bangalore, I have had so far at this price point. You can eat here without burning a hole in your pocket, have come here four times now and so far really good experiences.."
4.0,So far from home  so thought to have some northern food ..... Its too good and yummy   Love to visit again and again  Service is good  But the food was awesome
3.0,In this Area this is one of the better Punjabi places to eat. The delivery takes a long time and often there's a small item missing. Would have given 4 stars otherwise .
5.0,"Arguably one of the few places that can justify the tag of being a Punjabi place. Delicious succulent food. Flavours of biryani, butter chicken, ; authentic. Definitely going to try more on their menu. It's good to see such places when being a Punjabi place is clichd and not up to mark at all in this city."
5.0,Went here with friends. It was an awesome experience.  The ambience is also very nice.. It was just perfect and the service was also bang on. We ordered chicken tikka paneer tikka dal makhni and all the dishes were so yum. The staff was courteous and friendly. They were proactive in service and very professional. Surely recommend this place .
